名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
虫白蜡,Chongbaila,Chinese Cera,Cera Chinensis,动物类,介壳虫科昆虫白蜡虫Ericerus pela (Chavannes) Guerin的雄虫群栖于木犀科植物白蜡树Fraxinus chinensis Roxb.、女贞Ligustrum lucidum Ait.或女贞属他种植物枝干上分泌的蜡，经精制而成。,主产于贵州、云南、四川、湖南等地。,整者多为圆形厚块，一般已打碎成不规则块状，大小不一。白色，或微带黄色，不透明或微透明；表面平滑或稍显皱纹，有光泽，触之有滑腻感。体轻，能浮于水面；质硬而稍脆，用手搓捏则粉碎。断面不平正，呈针状结晶形，或显小颗粒状，具玻璃样光泽。有微弱的特异臭气，味淡，嚼之如细沙样。不溶于水、醚及氯仿中，可溶于苯及石油醚中。熔点80~83℃。,以色白、质硬、致密而无气泡。无败油气味者为佳。,甘，温。,止血，生肌，定痛。治金疮出血，尿血、下血，疮疡久溃不敛，下疳。
地龙,Dilong,Earthworm,Pheretima,动物类,巨蚓科动物参环毛蚓Pheretima aspergillum (E. Perrier) 、通俗环毛蚓Pheretima vulgaris Chen、威廉环毛蚓Pheretima guillelmi (Michaelsen) 或栉盲环毛蚓Pheretima pectinifera Michaelsen 的干燥体。前一种习称“广地龙”，后三种习称“沪地龙”。广地龙春季至秋季捕捉，沪地龙夏季捕捉，及时剖开腹部，除去内脏及泥沙，洗净，晒干或低温干燥。,主产于广东、广西、福建等地。,广地龙：呈长条状薄片，弯曲，边缘略卷，长15~20cm，宽1~2cm。全体具环节，背部棕褐色至紫灰色，腹部浅黄棕色；第14~16环节为生殖带，习称“白颈”，较光亮。体前端稍尖，尾端钝圆，刚毛圈粗糙而硬，色稍浅。雄生殖孔在第18节腹侧刚毛圈一小孔突上，外缘有数环绕的浅皮褶，内侧刚毛圈隆起，前面两边有横排 (一排或二排) 小乳突，每边10~20个不等。受精囊孔2对，位于7/8至8/9环节间一椭圆形突起上，约占节周5/11。体轻，略呈革质，不易折断。气腥，味微咸。沪地龙：长8~15cm，宽0.5~1.5cm。全体具环节，背部棕褐色至黄褐色，腹部浅黄棕色；受精囊孔3对，在6/7至8/9环节间。第14~16环节为生殖带，较光亮。第18环节有一对雄生殖孔。通俗环毛蚓的雄交配腔能全部翻出，呈花菜状或阴茎状；威廉环毛蚓的雄交配腔孔呈纵向裂缝状；栉盲环毛蚓的雄生殖孔内侧有1或多个小乳突。,以条大、肉厚者为佳。,咸，寒。,清热定惊，通络，平喘，利尿。用于高热神昏，惊痫抽搐，关节痹痛，肢体麻木，半身不遂，肺热喘咳，尿少水肿，高血压。
阿胶,Ejiao,Ass-hide Gelatin,Asini Corii Colla,动物类,马科动物驴Equus asinus L.的皮，经煎煮、浓缩制成的固体胶。,主产于山东东阿、河南、江苏、浙江等地。,正品阿胶为长方形或方形块，质硬而脆，无油孔、气孔及明显刀纹。表面平滑有光泽，断面对光照视呈棕色半透明状，胶块表面当以黄透如琥珀色，光黑如漆。气微，味微甘。,以色匀、质脆、半透明、断面光亮者为佳。,甘，平。,补血，止血，滋阴润燥。
蛤蚧,Gejie,Giant Gecko,Gecko,动物类,壁虎科动物蛤蚧Gekko gecko Linnaegus的干燥体。全年均可捕捉，除去内脏，拭净，用竹片撑开，使全体扁平顺直，低温干燥。,主产于广东、广西、云南等地。,该品呈扁片状，头颈部及躯干部长9~18cm，头颈部约占三分之一，腹背部宽6~11cm，尾长6~10cm。头略呈扁三角状，两眼多凹陷成窟窿，口内有细齿，生于颚的边缘，无异型大齿。吻部半圆形，吻鳞不切鼻孔，与鼻鳞相连，上鼻鳞左右各1片，上唇鳞12~14对，下唇鳞 (包括颏鳞) 21片。腹背部呈椭圆形，腹薄。背部呈灰黑色或银灰色，有黄白色或灰绿色斑点散在或密集成不显著的斑纹，脊椎骨及两侧肋骨突起。四足均具5趾；趾间仅具蹼迹，足趾底有吸盘。尾细而坚实，微现骨节，与背部颜色相同，有6~7个明显的银灰色环带。全身密被圆形或多角形微有光泽的细鳞，气腥，味微咸。,以背色青、起细鳞纹、头体大完整、尾粗而长、五指不破碎者为佳。,咸，平。,补肺益肾，纳气平喘，助阳益精。
蛤壳,Geqiao,Clam Shell,Meretricis Concha Cyclinae Concha,动物类,帘蛤科动物文蛤Meretrix meretrix Linnaeus或青蛤Cyclina sinensis Gmelin的贝壳。夏、秋二季捕捞，去肉，洗净，晒干。,主产于海南、江苏、福建、广东等地。,文蛤：扇形或类圆形，背缘略呈三角形，腹缘呈圆弧形，长3~10cm，高2~8cm。壳顶突出，位于背面，稍靠前方。壳外面光滑，黄褐色，同心生长纹清晰，通常在背部有锯齿状或波纹状褐色花纹。壳内面白色，边缘无齿纹，前后壳缘有时略带紫色，铰合部较宽，右壳有主齿3个及前侧齿2个；左壳有主齿3个及前侧齿1个。质坚硬，断面有层纹。无臭，味淡。青蛤：类圆形，壳顶突出，位于背侧近中部。壳外面淡黄色或棕红色，同心生长纹凸出壳面略呈环肋状。壳内面白色或淡红色，边缘常带紫色并有整齐的小齿纹，铰合部左右两壳均具主齿3个，无侧齿。,以腹缘圆弧形、质坚硬者为佳。,苦、咸，寒。,清热化痰，软坚散结，制酸止痛。用于痰火咳嗽，胸胁疼痛，痰中带血，瘰疠瘿瘤，胃痛吞酸；外治湿疹，烫伤。
龟甲,Guijia,Tortose's Carapae and Plastron,Testudinis Carapax et Plastrum,动物类,龟科动物乌龟Chinemys reevesii (Gray) 的背甲及腹甲。全年均可捕捉，以秋、冬二季为多，捕捉后杀死，剥取背甲及腹甲，除去残肉，称为“血板”。或用沸水烫死，剥取背甲及腹甲，除去残肉，晒干者，称为“烫板”。,主产于安徽、浙江、湖北、湖南等地。,该品背甲及腹甲由甲桥相连，背甲稍长于腹甲，与腹甲常分离。背甲呈长椭圆形拱状，长7.5~22cm，宽6~18cm；外表面棕褐色或黑褐色，脊棱3条；颈盾1 块，前窄后宽；椎盾5 块，第1椎盾长大于宽或近相等，第2~4椎盾宽大于长；肋盾两侧对称，各4块，缘盾每侧11块，臀盾2块。腹甲呈板片状，近长方椭圆形，长6.4~21cm，宽5.5~17cm；外表面淡黄棕色至棕黑色，盾片12块，每块常具紫褐色放射状纹理，腹盾、胸盾和股盾中缝均长，喉盾、肛盾次之，肱盾中缝最短；内表面黄白色至灰白色，有的略带血迹或残肉，除净后可见骨板9 块，呈锯齿状嵌接；前端钝圆或平截，后端具三角形缺刻，两侧残存呈翼状向斜上方弯曲的甲桥。质坚硬。气微腥，味微咸。,以块大、无残肉、板有血迹者为佳。,咸、甘，微寒。,滋阴潜阳，益肾强骨，养血补心。用于阴虚潮热，骨蒸盗汗，头晕目眩虚风内动，筋骨痿软，心虚健忘。
海马,Haima,Kellogg’s Seahorse,Hippocampus,动物类,海龙科动物线纹海马Hippocampus kelloggi Jordan et Snyder、刺海马Hippocampus histrix Kaup 、大海马Hippocampus kuda Bleeker 、三斑海马Hippocampus trimaculatus Leach 或小海马 (海蛆) Hippocampus japonicus Kaup的干燥体。夏、秋二季捕捞，洗净，晒干；或除去皮膜及内脏，晒干。,主产于广东、福建以及台湾沿海地区。,线纹海马：呈扁长形而弯曲，体长约30cm。表面黄白色。头略似马头，有冠状突起，具管状长吻，口小，无牙，两眼深陷。躯干部七棱形，尾部四棱形，渐细卷曲，体上有瓦楞形的节纹并具短棘。体轻，骨质，坚硬。气微腥，味微咸。刺海马：体长15~20cm。头部及体上环节间的棘细而尖。大海马：体长20~30cm。黑褐色。三斑海马：体侧背部第1、4、7节的短棘基部各有1黑斑。小海马 (海蛆) ：体形小，长7~10cm。黑褐色。节纹及短棘均较细小。,以体大、坚实、头尾齐全者为佳。,甘，温。,温肾壮阳，散结消肿。用于阳痿，遗尿，肾虚作喘，症瘕积聚，跌扑损伤；外治痈肿疔疮。
海螵蛸,Haipiaoxiao,CuttleboneSepium,Sepiae Endoconcha,动物类,乌贼科动物无针乌贼Sepiella maindroni de Rochebrune 或金乌贼Sepia esculenta Hoyle的干燥内壳。收集乌贼鱼的骨状内壳，洗净，干燥。,主产于山东沿海地区。,无针乌贼：呈扁长椭圆形，中间厚，边缘薄，长9~14cm，宽2.5~3.5cm，厚约1.3cm。背面有磁白色脊状隆起，两侧略显微红色，有不甚明显的细小疣点；腹面白色，自尾端到中部有细密波状横层纹；角质缘半透明，尾部较宽平，无骨针。体轻，质松，易折断，断面粉质，显疏松层纹。气微腥，味微咸。金乌贼：长13~23cm，宽约至6.5cm。背面疣点明显，略呈层状排列；腹面的细密波状横层纹占全体大部分，中间有纵向浅槽；尾部角质缘渐宽，向腹面翘起，末端有1骨针，多已断落。,以洁净色白者为佳。,咸、涩，温。,收敛止血，涩精止带，制酸，敛疮。用于胃痛吞酸，吐血衄血，崩漏便血，遗精滑精，赤白带下；溃疡病。外治损伤出血，疮多脓汁。
僵蚕,Jiangcan,Stiff Silkworm,Bombyx Batryticatus,动物类,蚕蛾科昆虫家蚕Bombyx mori L. 4~5龄的幼虫感染 (或人工接种) 白僵菌Beauveria bassiana (Bals.) Vuill.而致死的干燥虫体。多于春、秋季生产，将感染白僵菌病死的蚕干燥。,主产广东、江苏、浙江、四川等地。,本品略呈圆柱形，多弯曲皱缩。长2~5cm，直径0.5~0.7cm。表面灰黄色，被有白色粉霜状的气生菌丝和分生孢子。头部较圆，足8对，体节明显，尾部略呈二分歧状。质硬而脆，易折断，断面平坦，外层白色，中间有亮棕色或亮黑色的丝腺环4个。气微腥。味微咸。,以质硬、色白、条粗者为佳。,咸、辛，平。,祛风定惊，化痰散结。用于惊风抽搐，咽喉肿痛，颌下淋巴结炎，面神经麻痹，皮肤瘙痒。
鸡内金,Jineijin,Chicken's Gizzard-membrane,Galli Gigerii Endothelium Coreneum,动物类,雉科动物家鸡Gallus gallus domesticus Brisson的干燥砂囊内壁。杀鸡后，取出鸡肫，立即取下内壁，洗净，晒干。,全国各地均产。,本品为不规则卷片，厚约2mm。表面黄色、黄绿色或黄褐色，薄而半透明，具明显的条状皱纹。质脆，易碎，断面角质样，有光泽。气微腥，味微苦。,以完整少破碎、黄色者为佳。,甘，平。,健胃消食，涩精止遗。用于食积不消，呕吐泻痢，小儿疳积，遗尿，遗精。
羚羊角,Lingyangjiao,Antelope Hom,Saigae Tataricae Cornu,动物类,牛科动物赛加羚羊Saiga tatarica Linnaeus 的角。猎取后锯取其角，晒干。,主产于新疆、西藏、青海、内蒙古等地。,本品呈长圆锥形，略呈弓形弯曲，长15~33cm，类白色或黄白色，基部稍呈青灰色。嫩枝对光透视有“血丝”或紫黑色斑纹，光润如玉，无裂纹，老枝则有细纵裂纹。除尖端部分外，有10~16个隆起环脊，间距约2cm，用手握之，四指正好嵌入凹处。角的基部横截面圆形，直径3~4cm，内有坚硬质重的“骨塞”，骨塞长约占全角的1/2或1/3，表面有突起的纵棱与其外面角鞘内的凹沟紧密嵌合，从横断面观，其结合部呈锯齿状。除去“骨塞”后，角的下半段成空洞，全角呈半透明，对光透视，上半段中央有一条隐约可辨的细孔道直通角尖。质坚硬。气无，味淡。羚羊角镑片：横片为类圆形薄片。类白色或黄白色，半透明，外表可见纹丝，微呈波状，中央可见空洞。质坚韧，不易拉断。气微，味淡。羚羊角纵片：为纵向条状薄片，类白色或黄白色，表面光滑，半透明，有光泽。气微，味淡。,以质嫩、色白、光润、内涵红色斑纹且无裂纹者佳。,咸，寒。,平肝息风，清肝明目，散血解毒。用于高热惊痫，神昏痉厥，子痫抽搐，癫痫发狂，头痛眩晕，目赤翳障，温毒发斑，痈肿疮毒。
鹿茸,Lurong,Hairy Antler Pilose Antler,Cervi Cornu Pantotrichum,动物类,鹿科动物梅花鹿Cervus nippon Temminck或马鹿Cervus elaphus Linnaeus 的雄鹿未骨化密生茸毛的幼角。前者习称“花鹿茸”，后者习称“马鹿茸”。夏、秋二季锯取鹿茸，经加工后，阴干或烘干。,主产于吉林、辽宁、河北等地。,花鹿茸：呈圆柱状分枝，具一个分枝者习称“二杠”，主枝习称“大挺”，长17~20cm，锯口直径4~5cm，离锯口约1cm处分出侧枝，习称“门庄”，长9~15cm，直径较大挺略细。外皮红棕色或棕色，多光润，表面密生红黄色或棕黄色细茸毛，上端较密，下端较疏；分岔间具1条灰黑色筋脉，皮茸紧贴。锯口黄白色，外围无骨质，中部密布细孔。体轻。气微腥，味微咸。具二个分枝者，习称“三岔”，大挺长23~33cm，直径较二杠细，略呈弓形，微扁，枝端略尖，下部多有纵棱筋及突起疙瘩；皮红黄色，茸毛较稀而粗。二茬茸与头茬茸相似，但挺长而不圆或下粗上细，下部有纵棱筋。皮灰黄色，茸毛较粗糙，锯口外围多已骨化。体较重。无腥气。马鹿茸：较花鹿茸粗大，分枝较多，侧枝一个者习称“单门”，二个者习称“连花”，三个者习称“三岔”，四个者习称“四岔”或更多。按产地分为“东马鹿茸”和“西马鹿茸”。东马鹿茸：“单门”大挺长25~27cm，直径约3cm。外皮灰黑色，茸毛灰褐色或灰黄色，锯口面外皮较厚，灰黑色，中部密布细孔，质嫩；“莲花”大挺长可达33cm，下部有棱筋，锯口面蜂窝状小孔稍大；“三岔”皮色深，质较老；“四岔”茸毛粗而稀，大挺下部具棱筋及疙瘩，分枝顶端多无毛，习称“捻头”。西马鹿茸：大挺多不圆，顶端圆扁不一，长30~100cm。表面有棱，多抽缩干瘪，分枝较长且弯曲，茸毛粗长，灰色或黑灰色。锯口色较深，常见骨质。气腥臭，味咸。饮片多呈红黄色或者红棕色。,以粗壮、挺圆、顶端丰满、毛细柔软、色红黄、皮色红棕、有油润光泽者为佳。,甘、咸，温。,壮肾阳，益精血，强筋骨，调冲任，托疮毒。用于阳痿滑精，宫冷不孕，羸瘦，神疲，畏寒，眩晕耳鸣耳聋，腰脊冷痛，筋骨痿软，崩漏带下，阴疽不敛。
牡蛎,Muli,Common Oyster Shell,Ostreae Concha,动物类,牡蛎科动物长牡蛎Ostrea gigas Thunberg、大连湾牡蛎Ostrea talienwhanensis Crosse 或近江牡蛎Ostrea rivularis Gould的贝壳。全年均可采收，去肉，洗净，晒干。,主产于福建、山东、辽宁、广东沿海。,长牡蛎：呈长片状，背腹缘几平行，长10~50cm，高4~15cm。右壳较小，鳞片坚厚，层状或层纹状排列。壳外面平坦或具数个凹陷，淡紫色、灰白色或黄褐色；内面瓷白色，壳顶二侧无小齿。左壳凹陷深，鳞片较右壳粗大，壳顶附着面小。质硬，断面层状，洁白。无臭，味微咸。大连湾牡蛎：呈类三角形，背腹缘呈八字形。右壳外面淡黄色，具疏松的同心鳞片，鳞片起伏成波浪状，内面白色。左壳同心鳞片坚厚，自壳顶部放射肋数个，明显，内面凹下呈盒状，铰合面小。近江牡蛎：呈圆形、卵圆形或三角形等。右壳外面稍不平，有灰、紫、棕、黄等色，环生同心鳞片，幼体者鳞片薄而脆，多年生长后鳞片层层相叠，内面白色，边缘有的淡紫色。,以质坚、内面光洁、色白者为佳。,咸，微寒。,重镇安神，潜阳补阴，软坚散结。用于惊悸失眠，眩晕耳鸣，瘰疬痰核，症瘕痞块。煅牡蛎收敛固涩。用于自汗盗汗，遗精崩带，胃痛吞酸。
牛黄,Niuhuang,Bezoar,Bovis Calculus,动物类,牛科动物牛Bos Taurus domesticus Gmelin的干燥胆结石。宰牛时如发现有牛黄，则滤去胆汁，将牛黄取出，除去外部薄膜，阴干。,主产于北京、天津、甘肃、内蒙古等地。,该品多呈卵形、类球形、三角形或四方形等，大小不一，直径0.6~3(4.5)cm，少数呈管状或碎片。表面黄红色至棕黄色，有的表面挂有一层黑色光亮的薄膜，有的粗糙，具疣状突起，有的具龟裂纹。体轻，质酥脆，易分层剥落，断面金黄色，可见细密的同心层纹，有的夹有白心。气清香，味苦而后甘，有清凉感，嚼之易碎，不粘牙。,以完整松脆、棕黄色、断面层纹清晰细腻者为佳。,甘，凉。,清心，豁痰，开窍，凉肝，息风，解毒。用于热病神昏，中风痰迷，惊痫抽搐，癫痫发狂，咽喉肿痛，口舌生疮，痈肿疔疮。
蕲蛇,Qishe,Long-nosed Pit Viper,Agkistrodon,动物类,蝰科动物五步蛇Agkisrodon acutus (Guenther) 的干燥体。多于夏、秋二季捕捉，剖开蛇腹，除去内脏，洗净，用竹片撑开腹部，盘成圆盘状，干燥后拆除竹片。,主产于江西、福建、浙江、湖南等地。,本品卷呈圆盘状，盘经17~34cm，体长可达2m。头在中间稍向上，呈三角形而扁平，吻端向上。上腭有管状毒牙，中空尖锐。背部两侧各有黑褐色与浅棕色组成的“V”形斑纹17~25个，其“V”形的两上端在背中线上相接，有的左右不相接，呈交错排列。腹部撑开或不撑开，灰白色，鳞片较大，有黑色类圆形的斑点；腹内壁黄白色，脊椎骨的棘突较高，呈刀片状上突，前后椎体下突基本同形，多为弯刀状，向后倾斜，尖端明显超过椎体后隆面。尾部骤细，末端有三角形深灰色的角质鳞片1枚。气腥，味微咸。,以条大、头尾齐全、花纹斑块明显、内壁洁净者为佳。,甘、咸，温。,祛风，通络，止痉。用于风湿顽痹，麻木拘挛，中风口眼歪斜，半身不遂，抽搐痉挛，破伤风，麻风疥癣。
全蝎,Quanxie,Scorpion,Scorpio,动物类,钳蝎科动物东亚钳蝎Buthus martensii Karsch 的干燥体。春末至秋初捕捉，除去泥沙，置沸水或沸盐水中，煮至全身僵硬，捞出，置通风处，阴干。,主产河南、山东等地。,该品头胸部与前腹部呈扁平长椭圆形，后腹部呈尾状，皱缩弯曲，完整者体长约6cm。头胸部呈绿褐色，前面有1对短小的螯肢及1对较长大的钳状脚须，形似蟹螯，背面覆有梯形背甲，腹面有足4对，均为7节，末端各具2爪钩；前腹部由 7节组成，第七节色深，背甲上有5 条隆脊线。背面绿褐色，后腹部棕黄色，6节，节上均有纵沟，末节有锐钩状毒刺，毒刺下方无距。气微腥，味咸。,以体大、肥壮、尾全、不破碎、腹中杂物少者为佳。,辛，平，有毒。,息风镇痉，攻毒散结，通络止痛。用于小儿惊风，抽搐痉挛，中风口歪，半身不遂，破伤风，风湿顽痹，偏正头痛，疮疡，瘰疬。
桑螵蛸,Sangpiaoxiao,Mantis Egg-case,Mantidis Ootheca,动物类,螳螂科昆虫大刀螂Tenodera sinensis Saussure、小刀螂Statilia maculata (Thunberg) 或巨斧螳螂Hierodula patellifera (Serville) 的干燥卵鞘。以上三种分别习称“团螵蛸”、“长螵蛸”及“黑螵蛸”。深秋至次春采收，除去杂质，蒸至虫卵死后，干燥。,全国大部分地区均产。,团螵蛸：略呈圆柱形或半圆形，由多层膜状薄片叠成，长2.5~4cm，宽2~3cm。表面浅黄褐色，上面带状隆起不明显，底面平坦或有凹沟。体轻，质松而韧，横断面可见外层为海绵状，内层为许多放射状排列的小室，室内各有一细小椭圆形卵，深棕色，有光泽。气微腥，味淡或微咸。长螵蛸：略呈长条形，一端较细，长2.5~5cm，宽1~1.5cm。表面灰黄色，上面带状隆起明显，带的两侧各有一条暗棕色浅沟及斜向纹理。质硬而脆。黑螵蛸：略呈平行四边形，长2~4cm，宽1.5~2cm。表面灰褐色，上面带状隆起明显，两侧有斜向纹理，近尾端微向上翘。质硬而韧。,以完整、色黄、体轻带韧性、卵未孵出者为佳。,甘、咸，平。,益肾固精，缩尿，止浊。用于遗精滑精，遗尿尿频，小便白浊。
蛇蜕,Shetui,Snake Slough,Serpentis Periostracum,动物类,游蛇科动物黑眉锦蛇Elaphe taeniura Cope、锦蛇Elaphe carinata (Guenther) 或乌梢蛇Zaocys dhumnades (Cantor) 等蜕下的干燥表皮膜。春末夏初或冬初采集，除去泥沙，干燥。,全国大部分地区均产。,本品呈圆筒形，多压扁而皱缩，完整者形似蛇，长可达1m以上。背部银灰色或淡灰棕色，有光泽，鳞迹菱形或椭圆形，衔接处呈白色，略抽皱或凹下；腹部乳白色或略显黄色，鳞迹长方形，呈覆瓦状排列。体轻，质微韧，手捏有润滑感和弹性，轻轻搓揉，沙沙作响。气微腥，味淡或微咸。,以完整者为佳。,甘、咸，平。,祛风，定惊，解毒，退翳。用于小儿惊风，抽搐痉挛，翳障，喉痹，疔肿，皮肤瘙痒。
麝香,Shexiang,Forest MuskAbelmosk,Moschus,动物类,鹿科动物林麝Moschus berezovskii Flerov、马麝Moschus sifanicus Przewalski或原麝Moschus moschiferus Linnaeus 成熟雄体香囊中的干燥分泌物。野麝多在冬季至次春猎取，猎获后，割取香囊，阴干，习称“毛壳麝香”；剖开香囊，除去囊壳，习称“麝香仁”。家麝直接从其香囊中取出麝香仁，阴干或用干燥器密闭干燥。,主产西藏、四川、云南等地。,毛壳麝香：为扁圆形或类椭圆形的囊状体，直径3~7cm，厚2~4cm。开口面的皮革质，棕褐色，略平，密生白色或灰棕色短毛，从两侧围绕中心排列，中间有1小囊孔。另一面为棕褐色略带紫的皮膜，微皱缩，偶显肌肉纤维，略有弹性，剖开后可见中层皮膜呈棕褐色或灰褐色，半透明，内层皮膜呈棕色，内含颗粒状、粉末状的麝香仁和少量细毛及脱落的内层皮膜。麝香仁：野生者质软，油润，疏松；其中颗粒状者习称“当门子”，呈不规则圆球形或颗粒状，表面多呈紫黑色，油润光亮，微有麻纹，断面深棕色或黄棕色；粉末状者多呈棕褐色或黄棕色，并有少量脱落的内层皮膜和细毛。饲养者呈颗粒状、短条形或不规则的团块；表面不平，紫黑色或深棕色，显油性，微有光泽，并有少量毛和脱落的内层皮膜。气香浓烈而特异，味微辣、微苦带咸。,以饱满、皮薄、有弹性、香气浓者为佳。,辛，温。,开窍醒神，活血通经，消肿止痛。用于热病神昏，中风痰厥，气郁暴厥中恶昏迷，经闭，癓瘕，难产死胎，心腹暴痛，痈肿瘰疬，咽喉肿痛，跌扑伤痛，痹痛麻木。
石决明,Shijueming,Sea-ear Shell,Haliotidis Concha,动物类,鲍科动物杂色鲍 (光底海决) Haliotis diversicolor Reeve 、皱纹盘鲍 (毛底海决) Haliotis discus hannai Ino 、羊鲍 (大海决) Haliotis ovina Gmelin 、澳洲鲍Haliotis ruber (Leach) 、耳鲍Haliotis asinina Linnaeus 或白鲍Haliotis laevigata (Donovan) 的贝壳。夏、秋二季捕捉，去肉，洗净，干燥。,主产辽宁、山东等地。,杂色鲍：呈长卵圆形，内面观略呈耳形，长7~9cm，宽5~6cm，高约2cm。表面暗红色，有多数不规则的螺肋和细密生长线，螺旋部小，体螺部大，从螺旋部顶处开始向右排列有20余个疣状突起，末端6~9个开孔，孔口与壳面平。内面光滑，具珍珠样彩色光泽。壳较厚，质坚硬，不易破碎。无臭，味微咸。皱纹盘鲍：呈长椭圆形，长8~12cm，宽6~8cm，高2~3cm。表面灰棕色，有多数粗糙而不规则的皱纹，生长线明显，常有苔藓类或石灰虫等附着物，末端4~5个开孔，孔口突出壳面，壳较薄。羊鲍：近圆形，长4~8cm，宽2.5~6cm，高0.8~2cm。壳顶位于近中部而高于壳面，螺旋部与体螺部各占1/2，从螺旋部边缘有2行整齐的突起，尤以上部较为明显，末端4~5个开孔，呈管状。澳洲鲍：呈扁平卵圆形，长13~17cm，宽11~14cm，高3.5~6cm。表面砖红色，螺旋部约为壳面的1/2，螺肋和生长线呈波状隆起，疣状突起30余个，未端7~9个开孔，孔口突出壳面。耳鲍：狭长，略扭曲，呈耳状，长5~8cm，宽2.5~3.5cm，高约1cm。表面光滑，具翠绿色、紫色及褐色等多种颜色形成的斑纹，螺旋部小，体螺部大，末端5~7个开孔，孔口与壳平，多为椭圆形，壳薄，质较脆。白鲍：呈卵圆形，长11~14cm，宽8.5~11cm，高3~6.5cm。表面砖红色，光滑，壳顶高于壳面，生长线颇为明显，螺旋部约为壳面的1/3，疣状突起30余个，末端9个开孔，孔口与壳平。,以个大整齐、无破碎、壳厚、内面光彩鲜艳者为佳。,咸，寒。,平肝潜阳，清肝明目。用于头痛眩晕，目赤翳障，视物昏花，青盲雀目。
水牛角,Shuiniujiao,Buffalo Horn,Bubali Cornu,动物类,牛科动物水牛Bubalus bubalis Linnaeus的角。取角后，水煮，除去角塞干燥。,长江以南各地均产。,形状弯曲呈弧形，根部方形或略呈三角形，中空，一侧表面有多数平行的凹纹，角端尖锐。色黑褐，质坚硬，剖面纹细而不显，气腥。一般多用其角尖部。,以纹理致密者为佳。,苦、咸，寒。,清热，凉血，定惊，解毒。治伤寒温疫热入血分，惊狂，烦躁，谵妄，斑疹，发黄，吐血，衄血，下血，痈疽肿毒。
水蛭,Shuizhi,Leech,Hirudo,动物类,水蛭科动物蚂蟥Whitmania pigra Whitman、水蛭Hirudo nipponica Whitman或柳叶蚂蟥Whit-mania acranulata Whitman 的干燥体。夏、秋二季捕捉，用沸水烫死，晒干或低温干燥。,全国大部分地区均产。,蚂蟥：呈扁平纺锤形，有多数环节，长4~10cm，宽0.5~2cm。背部黑褐色或黑棕色，稍隆起，用水浸后，见黑色斑点排成5条纵纹；腹面平坦，棕黄色。两侧棕黄色，前端略尖，后端钝圆，两端各具1吸盘，前吸盘显着，后吸盘较大。质脆，易折断，断面胶质状。气微腥。水蛭：扁长圆柱形，体多弯曲扭转，长2~5cm，宽0.2~0.3cm。柳叶蚂蟥：狭长而扁，长5~12cm，宽0.1~0.5cm。,以条整齐、体小、黑褐色、完整者为佳。,苦、咸，平。,破血，逐瘀，通经。用于症瘕痞块，血瘀经闭，跌扑损伤。
瓦楞子,Walengzi,Ark Shell,Arcae Concha,动物类,蚶科动物毛蚶Arca subcrenata Lischke 、泥蚶Arca granosa Linnaeus或魁蚶Arca inflata Reeve 的贝壳。秋、冬至次年春捕捞，洗净，置沸水中略煮，去肉，干燥。,主产于渤海湾沿岸。,毛蚶：略呈三角形或扇形，长4~5cm，高3~4cm。壳外面隆起，有棕褐色茸毛或已脱落；壳顶突出，向内曲；自壳顶至腹面有延伸的放射肋30~34条。壳内面平滑，白色，壳缘有与壳外面直楞相对应的凹陷，铰合具小齿1列。质坚。无臭，味淡。泥蚶：长2.5~4cm，高2~3cm。壳外面无棕褐色茸毛，放射肋18~21条，肋上有颗粒状突起。魁蚶：长7~9cm，高6~8cm。壳外面放射肋42~48条。,以整齐，洁净、无残肉、无沙土者为佳。,咸，平。,消痰化瘀，软坚散结，制酸止痛。用于顽痰积结，黏稠难咯，瘿瘤，瘰疬，症瘕痞块，胃痛泛酸。
蜈蚣,Wugong,Centipede,Scolopendra,动物类,蜈蚣科动物少棘巨蜈蚣Scolopendra subspinipes mutilans L. Koch的干燥体。春、夏二季捕捉，用竹片插入头尾，绷直，干燥。,主产于湖北、江苏、安徽、浙江等地。,蜈蚣呈扁平长条形，长9~17cm，宽0.5~1cm。全体由22个环节组成，最后一节略细小。头部两节暗红色，有触角及毒钩各1对；背部棕绿色或墨绿色，有光泽，并有纵棱2条；腹部淡黄色或棕黄色，皱缩；自第二节起每体节有脚1对，生于两侧，黄色或红褐色，弯作钩形。质脆，断面有裂隙。气微腥，并有特殊刺鼻的臭气，味辛而微咸。,以身干、虫体条长完整、头红身绿者为佳。,辛，温，有毒。,息风镇痉，功毒散结，通络止痛。用于小儿惊风，抽搐痉挛，中风口歪半身不遂，破伤风，风湿顽痹，疮疡，瘰疬，毒蛇咬伤。
