名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
黄连,Huanglian,Chinese Goldthread Rhizome,Coptidis Rhizoma,根及根茎类,毛茛科植物黄连Coptis chinensis Franch.的干燥根茎。,主产重庆、湖北、陕西、甘肃等地。,味连：药材多数聚集成簇，常常弯曲，形如鸡爪，其单枝根茎长3~6cm，直径0.3~0.8cm。表面粗糙，有不规则结节状隆起，有须根及须根残基。节间表面平滑如茎杆。其上部多残留褐色鳞叶，顶端常留有残余的茎或叶柄。表面灰黄色或黄褐色。质硬，断面不整齐，皮部橙红色或暗棕色，木部鲜黄色或橙黄色，呈放射状排列，髓部有时中空。气微，味极其苦。雅连：药材多为单枝、略呈圆柱形，形如“蚕状”，微弯曲，长4~8cm，直径0.5~1cm，“过桥”较长。顶端有少数残基。以身干，粗壮，无须根，形如蚕者为佳品。云连：药材弯曲呈钩状，形如“蝎尾”，多为单枝，较细小。以干燥、条细、节多、须根少，色黄者为佳品。,均以条粗壮、质坚实、无残茎毛须者为佳。,苦，寒。,清热燥湿，泻火解毒。用于湿热痞满，呕吐吞酸，泻痢，黄疸，高热神昏，心火亢盛，心烦不寐，血热吐衄，目赤，牙痛，消渴，痈肿疔疮；外治湿疹，湿疮，耳道流脓。
黄芪,Huangqi,Mongolian Milkvetch RootMembranous Milkvetch Root,Astragali Radix,根及根茎类,豆科植物蒙古黄芪Astragalus membranaceus (Fisch.) Bge. var. mongholicus (Bge.) Hsiao、膜荚黄芪Astragalus membranaceus (Fisch.) 的干燥根。,主产内蒙古、山西、河北等地。,直根圆柱形、有的有分枝，上端较粗，长30~90厘米，直径1~3.5厘米，表面纵皱色淡棕黄色或淡棕褐色，有不整齐的纵皱纹或纵沟质，硬而韧有粉性，皮部黄白较疏松；木部菊花纹理状，气似豆腥味微甜。老根中心偶有枯朽状，黑褐色或呈空洞。气微，味微甜，嚼之微有豆腥味。,以根条粗长、菊花心鲜明、空洞小、破皮少者为佳；红芪以皮色红润、根条均匀、坚实、粉性足者为佳。,甘，温。,补气固表，利尿托毒，排脓，敛疮生肌的功效。用于气虚乏力，食少便溏，中气下陷，久泻脱肛，便血崩漏，表虚自汗，痈疽难溃，久溃不敛，血虚萎黄，内热消渴。
黄芩,Huangqin,Baikal Skullcap Root,Scutellariae Radix,根及根茎类,唇形科植物黄芩Scutellaria baicalensis Georgi 的干燥根。,主产内蒙古、山西、河北、辽宁等地。,该品呈圆锥形，扭曲，长8~25cm，直径1~3cm。表面棕黄色或深黄色，有稀疏的疣状细根痕，上部较粗糙，有扭曲的纵皱或不规则的网纹，下部有顺纹和细皱。质硬而脆，易折断，断面黄色，中间红棕色，通称子芩，以清火养阴为主；老根中间呈暗棕色或棕黑色，枯朽状或已成空洞，称枯芩，以清火败毒为主。气微，味苦。,以根长、质坚实、色黄者为佳。,苦，寒。,清热燥湿，泻火解毒，止血，安胎，降血压。用于湿温、暑温胸闷呕恶，湿热痞满，泻痢，黄疸，肺热咳嗽，高热烦渴，血热吐衄，痈肿疮毒，胎动不安。
胡黄连,Huhuanglian,Figwortflower Picrorhiza Rhizome,Picrorhizae Rhizoma,根及根茎类,玄参科植物胡黄连Picrorhiza scrophulariiflora Pennell的干燥根茎。,主产西藏、四川、云南等地。,根茎圆柱形，平直或弯曲，多不分枝，市售品多为小段，长2~9cm，直径3~8mm。表面灰黄色至黄棕色，有光泽，粗糙，具纵皱及横环纹，栓皮脱落处呈褐色；上端有残留的叶迹，密集呈鳞片状，暗红棕色，或脱落后呈半圆状的节痕。根痕圆点状，近节处较多。质硬而脆，易折断，折断时有粉尘；断面可见维管束小点4~7个，排列成环。气微，味极苦而持久。,以条粗、折断时有粉尘、断面灰黑色、味苦者为佳。,苦，寒。,清热，凉血，燥湿。 阴虚骨蒸；潮热盗汗；小儿疳疾；湿热泻痢；黄疸；吐血；衄血；目赤肿痛；痈肿疮疡；痔疮肿毒。
虎杖,Huzhang,Giant Knotweed Root,Polygoni Cuspidati Rhizoma et Radix,根及根茎类,蓼科植物虎杖Polygonum cuspidatum Sieb. et Zucc.的干燥根茎及根。,主产江苏、浙江、广东、安徽等地。,多为圆柱形短段或不规则厚片，长1~7cm，直径0.5~2.5cm。外皮棕褐色，有纵皱纹及须根痕，切面皮部较薄，木部宽广，棕黄色，射线放射状，皮部与木部较易分离。根茎髓中有隔或呈空洞状。质坚硬。气微，味微苦、涩。,以粗壮、以坚实、断面色黄者为佳。,微苦，微寒。,清热解毒，利胆退黄，祛风利湿，散瘀定痛，止咳化痰。用于关节痹痛，湿热黄疸，经闭，癓瘕，咳嗽痰多，水火烫伤，跌扑损伤，痈肿疮毒。
黄精,Huangjing,Siberian Solomonseal Rhizome,Polygonati Rhizoma,根及根茎类,百合科植物黄精Polygonatum sibiricum Delarb ex Redoute的干燥根茎。,主产内蒙古、陕西、河北等地。,黄精根茎结节状。一端粗，类圆盘状，一端渐细，圆柱状，全形略似鸡头，长2.5~11cm，粗端直径1~2cm，常有短分枝，上面茎痕明显，圆形，微凹，直径2~3mm，周围隐约可见环节；细端长2.5~4cm，直径5~10mm，环节明显，节间距离5~15mm，有较多须根或须根痕，直径约1mm。表面黄棕色，有的半透明，具皱纹；圆柱形处有纵行纹理。质硬脆或稍柔韧，易折断。断面黄白色，颗粒状，有黄棕色给管束小点。气微，味微甜。姜形黄精多为长条结块状，长短不等，常数个块状结节相连。,以肥润、块大、色黄、断面“冰糖碴”者为佳。,甘，平。,滋肾润肺，补脾益气。用于阴虚劳嗽；肺燥咳嗽；脾虚乏力；食少口干；消渴；肾亏腰膝酸软；阳痿遗精；耳鸣目暗；须发早白；体虚赢瘦；风癞癣疾。
桔梗,Jiegeng,Balloonflower Root,Platycodonis Radix,根及根茎类,桔梗科植物桔梗Platycodon grandiflorum (Jacq.) A. DC.的干燥根。,主产华北、东北等地。,根长圆形或长纺锤形，稍扭曲，下部偶有分支，长6~20cm，直径1~2cm。表面淡黄白色或淡黄棕色 (未去栓皮者)，皱缩，有扭转的纵沟及横长的皮孔斑痕，上部有横纹；顶端芦头 (根茎) 长0.5~4cm，有半月形凹陷的茎痕，呈盘节状。质坚实，横断面淡黄色，角质样，形成层环棕色，皮部有稀少放射状裂隙，木部较紧密。气微，味微甜后苦。饮片性状：桔梗为不规则圆形厚片，表面白色或淡黄白色，有一浅棕色环，周边呈淡黄白色，有皱纹。无臭，味微甜后苦。蜜桔梗，形如桔梗生片，表面淡黄色至淡棕黄色，滋润，微具蜜糖香气。味甜而后苦。,以条肥大、体坚实、色白者为佳。,苦、辛，平。,宣肺、祛痰、利咽、排脓、利五脏、补气血、补五劳、养气。主治咳嗽痰多、咽喉肿痛、肺痈吐脓、胸满胁痛、痢疾腹痛、口舌生疮、目赤肿痛、小便癃闭。
京大戟,Jingdaji,Peking Euphorbia Root,Euphorbiae Pekinensis Radix,根及根茎类,大戟科植物大戟Euphorbia pekinensis Rupr.的干燥根。,主产江苏、山西、湖北等地。,呈圆柱形或圆锥形，长10~20cm，直径可达4cm，表面灰棕色至深棕色，粗糙而具侧根，顶端多膨大，上有许多圆形的地上茎痕，向下渐细，有纵直沟纹及横生皮孔与支根痕。质坚硬，不易折断，折断面纤维性，类白色至灰棕色。气微，味苦涩。,以根条均匀，肥嫩、质软无须者为佳。,苦，寒，有毒。,泻水逐饮。用于水肿胀满，胸腹积水，痰饮积聚，气逆喘咳，二便不利。
金荞麦,Jinqiaomai,Wild Buckwheat Rhizome,Fagopyri Dibotrydis Rhizoma,根及根茎类,蓼科植物金荞麦Fagopyrum dibotrys (D. Don) Hara的干燥根茎。,主产浙江、江苏等地。,根茎呈不规则团块状，常具瘤状分枝，长短、大小不一，直径1-4cm。表面棕褐色至灰褐色，有紧密的环节及不规则的纵皱纹，以及众多的须根或须根痕；顶端有茎的残基。质坚硬，不易折断，切断面淡黄白色至黄棕色，有放射状纹理，中央有髓。气微，味微涩。,以坚硬、个大者为佳。,微辛、涩，凉。,清热解毒；活血消痈；祛风除湿疮毒；蛇虫咬伤。主肺痈；肺热咳喘；咽喉肿痛；痢疾；风湿痹证；跌打损伤；痈肿癌。
狼毒,Langdu,Fischer Euphorbia Root,Euphoriae Ebracteolata Radix,根及根茎类,瑞香科植物瑞香狼毒Stellera chamaejasme L.的干燥根。,主产河北、内蒙古、西北、东北等地。,根呈膨大的纺锤形或呈圆锥形至长圆柱形，稍扭曲，长7~30cm，直径2~7cm；根头部留有地上茎残基；外表棕色至棕褐色，有纵皱及横生的细长皮孔，有时残留细根。栓皮剥落后，露出柔软的白色纤维。体轻，质韧，不易折断，断面中心木质部黄白色，外圈韧皮部白色，呈纤维状。气微，味微甘、微苦而辣。,以条粗、质韧者为佳。,苦、辛，平，有毒。,泻水逐饮；破积杀虫。水肿腹胀；痰食虫积；心腹疼痛；症瘕积聚；结核；疥癣。
两面针,Liangmianzhen,Shinyleaf Pricklyash Root,Zanthoxyl Radix,根及根茎类,芸香科植物两面针Zanthoxylum nitidum (Roxb.) DC.的干燥根。,主产两广、闽南地区。,本品为厚片或圆柱形短段，长2~20cm，厚0.5~6cm，少数10cm。表面淡棕黄色或淡黄色，有鲜黄色或黄褐色类圆形皮孔。切断面较光滑，皮部淡棕色，木部淡黄色，可见同心性环纹及密集的小孔。质坚硬。气微香，味辛辣麻舌而苦。,以味浓、根皮厚者为佳。,苦、辛，平，有小毒。,行气止痛，活血化瘀，祛风通络。用于气滞血瘀引起的跌打损伤、风湿痹痛、胃痛、牙痛，毒蛇咬伤；外治汤火烫伤。
龙胆,Longdan,Chinese Gentian RootRough Gentian Root,Gentianae Radix et Rhizoma,根及根茎类,龙胆科植物条叶龙胆Gentiana manshurica Kitag.、龙胆Gentiana scabra Bge.、三花龙胆Gentiana triflora Pall.。或坚龙胆Gentiana rigescens Franch.的干燥根及根茎。前三种习称“龙胆”，后一种习称“坚龙胆”。,主产东北地区。,龙胆根茎呈不规则的块状，长1~3cm，直径0.3~1cm；表面暗灰棕色或深棕色，上端有茎痕或残留茎基，周围和下端着生多数细长的根。根圆柱形，略扭曲，长10~20cm，直径0.2~0.5cm；表面淡黄色或黄棕色，上部多有显著的横皱纹，下部较细，有纵皱纹及支根痕。质脆，易折断，断面略平坦，皮部黄白色或淡黄棕色，木部色较浅，呈点状环列。气微，味甚苦。,以条粗长、黄色或黄棕色者为佳。,苦，寒。,清热燥湿；泻肝定惊。主湿热黄疸；小便淋痛；阴肿阴痒；湿热带下；肝胆实火之头胀头痛；目赤肿痛；耳聋耳肿；胁痛口苦；热病惊风抽搐。
漏芦,Loulu,Common Swisscentaury Root,Rhapontici Radix,根及根茎类,菊科植物祁州漏芦Rhaponticum uniflorum (L.) DC.的干燥根。,主产辽宁、河北、山西等地。,本品呈圆锥形或扁片块状，多扭曲，长短不一，直径1~2.5cm。表面暗棕色、灰褐色或黑褐色，粗糙，具纵沟及菱形的网状裂隙。外层易剥落，根头部膨大，有残茎及鳞片状叶基，顶端有灰白色绒毛。体轻，质脆，易折断，断面不整齐，灰黄色，有裂隙，中心遥呈星状裂隙，灰黑色或棕黑色。气特异，味微苦。,以条粗、棕黑色、不易碎裂者为佳。,苦，寒。,清热解毒，消痈，下乳，舒筋通脉。用于乳痈肿痛，痈疽发背，瘰疬疮毒，乳汁不通，湿痹拘挛，骨节疼痛、热毒血痢、痔疮出血。
芦根,Lugen,Reed Rhizome,Phragmitis Rhizoma,根及根茎类,禾本科植物芦苇Phragmites communis Trin.的新鲜或干燥根茎。,主产安徽、浙江、湖北、江苏等地。,活水芦根：呈长圆柱形或扁圆柱形，长短不一，直径约1.5cm。表面黄白色，有光泽，先端尖形似竹笋，绿色或黄绿色。全体有节，节间长10~17cm，节上有残留的须根及芽痕。质轻而韧，不易折断。横切面黄白色，中空，周壁厚约1.5mm，可见排列成环的细孔，外皮疏松，可以剥离。气无，味甘。干芦根呈压扁的长圆柱形。表面有光泽，黄白色，节部较硬，显红黄色，节间有纵皱纹。质轻而柔韧，不易折断，气无，味微甘。,以条粗壮、黄白色、有光泽、无须根、质嫩者为佳。,甘，寒。,清热生津，除烦，止呕，利尿。用于热病烦渴、胃热呕吐、肺热咳嗽、肺痈吐脓、热淋涩痛。
麦冬,Maidong,Dwarf Lilyturf Root Tuber,Ophiopogonis Radix,根及根茎类,百合科植物麦冬Ophiopogon japonicus (Thunb.) Ker-Gawl.的干燥块根。,主产四川、浙江。,浙麦冬块根纺锤形，长1.5~3.5cm，中部直径3~7mm。表面土黄色或黄白色，有较深的不规则细纵纹，有时一端有细小中柱外露。质韧，断面类白色，中央有细小圆形中柱，新鲜时可抽出。气微香，味微甘、涩，嚼之微有粘性。川麦冬块根较短小，表面乳白色。质较坚硬，香气小，味淡，少粘性。,以饱满、皮细、糖性足、木心细、内外淡黄白色不泛油者为佳。,甘、微苦，凉。,滋阴生津、润肺止咳、清心除烦。主治热病伤津、心烦、口渴、咽干肺热、咳嗽、肺结核。
绵萆薢,Mianbixie,Spingy Yam Rhizome,Discoreae Septemlobae Rhizoma,根及根茎类,薯蓣科植物绵萆薢Dioscorea septemloba Thunb.或福州薯蓣Dioscorea futschauensis Uline ex R. Kunth的干燥根茎。,主产福建、江西、浙江。,根茎多为纵切或切的圆片，大小不等，厚2~5mm；外皮黄棕色，较厚，周边多卷曲，切面浅黄白色，粗糙。有黄棕色点状维管束散在。质疏松，略呈海棉状。气微，味微苦辛。,以片大而薄、切面灰白色者为佳。,苦，平。,利湿去浊，祛风通痹。用于淋病白浊、白带过多、湿热疮毒、腰膝痹痛。
绵马贯众,Mianmaguanzhong,Male Fern Rhizome,Dryopteridis Crassirhizomatis Rhizoma,根及根茎类,鳞毛蕨科植物粗茎鳞毛蕨Dtyopteris crassirhiaoma Nakai的干燥根茎及叶柄残基。,主产内蒙古、东北、河北、甘肃等地。,本品呈长倒卵形，略弯曲上端钝圆或截形，下端较尖，有的纵剖为两半，长7~20cm，直径4~8cm。表面黄棕色至黑褐色，密被排列整齐的叶柄残基及鳞片，并有弯曲的须根。叶柄残基呈扁圆形，长3~5cm，直径0.5~1.0cm；表面有纵棱线，质硬而脆，断面略平坦，棕色，有黄白色维管束5~13 个，环列；每个叶柄残基的外侧常有3条须根，鳞片条状披针形，全缘，常脱落。质坚硬，断面略平坦，深绿色至棕色，有黄白色维管束5~13 个，环列，其外散有较多的叶迹维管束。气特异，味初淡而微涩，后渐苦、辛。,以个大、坚实、叶柄残基断面棕绿色者为佳。,苦，微寒。有小毒。,清热解毒，驱虫，止血。用于防止流感、虫积腹痛、崩漏 (用炭) 。
明党参,Mingdangshen,Medicinal Changium,Changii Radix,根及根茎类,伞形科植物明党参Changium smyrnioides Wolff的干燥根。,主产浙江、江苏、安徽等地。,本品呈细长圆柱形、长纺锤形或不规则条块，长6~20cm，直径0.5~2cm。表面黄白色或淡棕色，光滑或有纵沟纹及须根痕，有的具红棕色斑点。质硬而脆，断面角质样，木部黄白色，皮部较薄，有的易与木部剥离，木部类白色。气微，味淡。,以均匀、质硬脆、体重、黄白色者为佳。,甘、微苦，微寒。,润肺化痰，养阴和胃，平肝，解毒。用于肺热咳嗽，呕吐反胃，食少口干，目赤眩晕，疔毒疮疡。
木香,Muxiang,Costusroot,Aucklandiae Radix,根及根茎类,菊科植物木香Aucklandia lappa Decne.的干燥根。,主产云南、广西等地。,根圆柱形、平圆柱形，长5~15cm，直径0.5~5.5cm。表面黄棕色、灰褐色或棕褐色，栓皮大多已除去，有明纵沟及侧根痕，有时可见网状纹理。质坚硬，难折断，断面稍平坦，灰黄色、灰褐色或棕褐色，散有深褐色油室小点，形成层环棕色，有放射状纹理，老根中央多枯朽。气芳香浓烈而特异，味先甜后苦，稍刺舌。,以条匀、质坚实、没性足、香气浓郁者为佳。,辛、苦，温。,行气止痛；调中导滞，温中消食。
南板蓝根,Nanbanlangen,Common Baphicacanthus Rhizome and Root,Baphicacanthis Cusiae Rhizoma et Radix,根及根茎类,爵床科植物马蓝Baphicacanthus cusia (Nees) Bremek.的干燥根茎及根。,主产四川、福建、两广地区。,根茎及根全长10~30cm，根茎长5~10cm。根茎圆柱形，多弯曲，有时分叉，直径2~6mm；上部常具短地上茎，有进分枝。表面灰褐色，节膨大，节处着生细长而略弯曲的根，表面有细皱纹。茎及根茎质脆，易折断，断面不平坦，略纤维状，中央有髓，较大，外皮易脱落。根质稍柔韧。气弱，味淡。,以条长、粗细均匀者为佳。,苦，寒。,清热解毒；凉血消肿。主治温毒发斑；高热头痛；大头瘟疫；丹毒；痄腮；病毒性肝炎；流行性感冒；肺炎；疮肿；疱疹。
平贝母,Pingbeimu,Ussuri Fritillary Vulb,Fritillariae Ussuriensis Bulbus,根及根茎类,百合科植物平贝母Fritillaria ussuriensis Maxim.的干燥鳞茎。,主产东北地区。,本品呈扁球形，高0.5~1cm，直径0.6~2cm。表面乳白色或淡黄白色，外层鳞叶2瓣，肥厚，大小相近或一片稍大抱合，顶端略平或微凹入，常稍开裂；中央鳞片小。质坚实而脆，断面粉性。气微，味苦。,以饱满、白色、粉性足、大小均匀者为佳。,苦、甘，微寒。,清热润肺，化痰止咳。主治主肺热燥咳，干咳少痰，阴虚劳嗽，咯痰带血，瘰疬，乳痈等。
茜草,Qiancao,Indian Madder Root,Rubiae Radix et Rhizoma,根及根茎类,茜草科植物茜草Rubia cordifolia L.的干燥根及根茎。,主产河南、陕西、山西等地。,该品根茎呈结节状，丛生粗细不等的根。根呈圆柱形，略弯曲，长10~25cm，直径0.2~1cm；表面红棕色或暗棕色，具细纵皱纹及少数细根痕；皮部脱落处呈黄红色。质脆，易折断，断面平坦皮部狭，紫红色，木部宽广，浅黄红色，导管孔多数。无臭，味微苦，久嚼刺舌。,以条粗、外皮红棕色、断面黄棕色者为佳。,苦，寒。,凉血，止血，祛瘀，通经，镇咳，祛痰。用于吐血，衄血，崩漏，外伤出血，经闭瘀阻，关节痹痛，跌扑肿痛。现代医学临床研究：可以治疗出血性疾患，慢性气管炎，慢性腹泻，风湿性关节炎，治疗软组织损伤，治疗白细胞减少症。
羌活,Qianghuo,Incised Notopterygium Rhizome and Root,Notopterygii Rhizoma et Radix,根及根茎类,伞形科植物羌活Notopterygium incisum Ting ex H. T. Chang的干燥根及根茎。,主产云南、四川、青海、甘肃等地。,蚕羌：又名：螺丝羌。为干燥的根茎部，形态似蚕。呈圆柱状或略弯曲，长约4~10cm，直径约1~2cm。顶端有茎叶残基。表面棕褐色，有多数紧密而隆起的环节。节上密生疣状突起的须根痕。质轻松易折断，断面不齐，有明显的菊花纹和多数裂隙，皮部棕红色；木质部淡黄色，中央有黄白色髓，均有朱砂点 (油管) 。具特殊香气，味微苦而麻。 竹节羌：根茎的环节较稀，如竹节状，似蚕羌而略大。大头羌：根茎的环节特别膨大，呈不规则团块状，大小不等，顶端具多数残留茎基，余皆与蚕羌相同。条羌：为干燥的根及支根。呈圆柱形或分枝，长3~17cm，直径约0.7~1.7cm，顶端偶可见有根茎，表面棕褐色，有纵纹及疣状突起的须根痕，上端较粗大，有稀疏隆起的环节，质疏松而脆、易折断，断面不平坦，皮部浅棕色，木部黄白色，有菊花纹，朱砂点不明显，中央无髓。气味较淡薄。,均以条粗壮、有隆起曲折环纹、断面质紧密、朱砂点多、香气浓郁者为佳。,辛、苦，温。,散表寒；祛风湿；利关节；止痛。主治外感风寒、头痛无汗、风寒湿痹、风水浮肿、疮疡肿毒。
前胡,Qianhu,Whiteflower Hogfennel RootCommon Hogfennel Root,Peucedani Radix,根及根茎类,伞形科植物白花前胡Peucedanum praeruptorum Dunn和紫花前胡Peucedanum decursivum (Miq.) Maxim.的干燥根。,主产浙江、四川、湖南等地。,白花前胡：根近圆柱形、圆锥形或纺锤形，稍扭曲，下部有分枝，长约3~15cm，直径1~2cm。根头部常有茎痕及纤维状叶鞘残基；表面灰棕色至黑褐色，有不规则纵沟及纵皱纹，并有横向皮孔；上部有密集的环纹。质较柔软，干者质硬，可折断，折断面不整齐，疏松，于放大镜下可邮众多细小黄棕色油点散在；皮部厚，淡黄白色，形成层环明显，木部淡黄色。气芳香，味微苦、辛。紫花前胡：根头部较粗短，根少有纤维状叶鞘残基。折断面皮部易与木部分离。气芳香，味微苦、辛。,均以条粗壮、质柔软、香气浓者为佳。,辛、苦，微寒。,宣散风热，降气化痰。用于治疗风热感冒、咳嗽痰多、咯痰黄稠等症。
千年健,Qiannianjian,Obscuteed Homalomena Rhizome,Homalomenae Rhizoma,根及根茎类,天南星科植物千年健Homalomena occulta (Lour.) Schott的干燥根茎。,主产云南、广西等地。,根茎圆柱形或略扁稍弯曲。长15~40cm，直径0.8~2cm。表面红棕色或黄棕色，粗糙，有多数扭曲的纵沟纹及黄白色的纤维束。质脆，易折断，折断面红褐色，有很多纤维束外露，纤维群散在，具圆形光泽的油点。气芳香，味辛、微苦。,以条大、坚实、红褐色、香气浓者为佳。,苦、辛，温。,祛风湿、舒筋活络、止痛、消肿等功效。主治风湿痹痛、肢节酸育、筋骨痿软、跌打损伤、胃痛、痈疽疮肿等。
秦艽,Qinjiao,Largeleaf Gentian Root,Gentianae Macrophyllae Radix,根及根茎类,龙胆科植物秦艽Gentiana macrophylla Pall. 、麻花秦艽Gentiana straminea Maxim.、粗茎秦艽Gentiana crassicaulis Duthie ex Burk.或小秦艽Gentiana dahurica Fisch. 的干燥根。,主产甘肃、宁夏、青海、四川等地。,秦艽：呈类圆柱形，上粗下细，扭曲不直，长10~30cm，直径1~3cm。表面黄棕色或灰黄色，有纵向或扭曲的纵皱纹，顶端有残存茎基及纤维状叶鞘。质硬而脆，易折断，断面略显油性，皮部黄色或棕黄色，木部黄色。气特异，味苦、微涩。麻花艽：呈类圆锥形，多由数个小根纠聚而膨大，直径可达7cm 。表面棕褐色，粗糙，有裂隙呈网状孔纹。质松脆，易折断，断面多呈枯朽状。小秦艽：呈类圆锥形或类圆柱形，长8~15cm，直径0.2~1cm。表面棕黄色。主根通常1 个，残存的茎基有纤维状叶鞘，下部多分枝。断面黄白色。,以质坚实、棕黄色、气味浓者为佳。,辛、苦，微寒。,袪风湿，舒筋络，清虚热。用于风湿痹痛，筋脉拘挛，骨节酸痛，日晡潮热，小儿疳积发热。
拳参,Quanshen,Bistort Rhizome,Bistortae Rhizoma,根及根茎类,蓼科植物拳参Polygonum bistorta L. 的干燥根茎。,主产西北、华北地区及山东、江苏等地。,根茎扁圆柱形，弯曲成虾状，长4~15cm，直径l~2.5cm。表面紫褐色或紫黑色，稍粗糙，全体密被粗环纹，具残留须根或根痕，一面隆起，另面较平坦或略具凹槽。质硬，断面近肾形，浅棕红色，黄白色维管束细点排成断续环状。气微，味苦、涩。,以粗大、坚硬、断面浅红棕色者为佳。,苦、涩，微寒。,清热镇惊，理湿消肿。治热病惊搐，破伤风，赤痢，痈肿，瘰疬。清热利湿；凉血止血；解毒散结。主肺热咳嗽；热病惊痫；赤痢；热泻；吐血；衄血；痔疮出血；痈肿疮毒。
商陆,Shanglu,Indian Pokwees Roxb,Phytolaccae Radix,根及根茎类,商陆科植物商陆Phytolacca acinosa Roxb.或垂序商陆Phytolacca americana L.的干燥根。,主产湖北、安徽、河南等地。,干燥根横切或纵切成不规则的块片，大小不等。横切片弯曲不平，边缘皱缩，直径约2.5~6cm，厚约4~9mm，外皮灰黄色或灰棕色；切面类白色或黄白色，粗糙，具多数同心环状突起。纵切片卷曲，长约4.5~10cm，宽约1.5~3cm，表面凸凹不平，木质部成多数突起的纵条纹，质坚，不易折断。气微；味稍甜，后微苦，久嚼之麻舌。以片大色白、有粉性、两面环纹显明者为佳。,以黄白色、片块大、“罗盘纹”明显但数量少、粉性足者为佳。,苦，寒，有毒。,通二便，泻水，散结。治水肿，胀满，脚气，喉痹，痈肿，恶疮。
山麦冬,Shanmaidong,Hupeh Liriope Root Tuber,Liriopes Radix,根及根茎类,百合科植物湖北麦冬Liriope spicata (Thunb.) Lour. var. prolifera 或短葶山麦冬Liriope muscari (Decne.) Baily 的干燥块根。,主产湖北、福建等地。,湖北麦冬：呈纺锤形，两端略尖，长1.2~3cm，直径0.4~0.7cm。表面淡黄色至棕黄色，具不规则纵皱纹。质柔韧，干后质硬脆，易折断，断面淡黄色至棕黄色，角质样，中柱 (木心) 细小。气微，味甜，嚼之发黏。短葶山麦冬：稍扁，长2~5cm，直径0.3~0.8cm，具粗纵纹。味甘、微苦。,以黄白色、个肥大者为佳。,甘、微苦，微寒。,养阴生津，润肺清心。用于肺燥干咳，虚劳咳嗽，津伤口渴，心烦失眠，肠燥便秘。
山柰,Shannai,Galanga Resurrectionlily Rhizome,Kaempferiae Rhizoma,根及根茎类,姜科植物山柰 (沙姜) Kaempferia galanga L.的干燥根茎。,主产福建、两广、闽南地区。,干燥根茎为圆形或近圆形的厚片，直径1.5~2cm，厚2~6mm。外皮红棕色，皱缩，有时可见根痕、鳞叶残痕及环纹。断面灰白色，富于粉质，光滑而细腻，略凸起，而外皮皱缩。质脆，易折断。气芳香，略同樟脑；味辛辣 (但与姜味不同) 。,以色白、粉性足、饱满、气浓厚而辣味强者为佳。,辛，温。,温中，消食，止痛。治心腹冷痛，停食不化，跌打损伤，牙痛。用于胸隔胀满，脘腹冷痛。饮食不消。
